0.17208,-0.081762,0.21326,2.8211,-0.035351,0.56987,0.74449,2.3313,-1.2468,-0.34915,-1.393,0.13786
-0.65743,0.21587,0.047996,-0.94467,0.14773,-1.2529,-0.14967,-0.0091532,0.73995,0.0013417,-0.82419,0.13786
1.4756,0.01745,0.54378,0.10027,0.1935,-0.31211,-0.97324,0.35863,0.47505,-0.43677,-0.33663,0.13786
0.40908,-0.47861,-0.11727,0.41573,0.55967,0.68747,1.121,0.5258,0.011479,-0.78726,-0.49915,0.13786
0.40908,-0.47861,-0.11727,0.41573,0.55967,0.68747,1.121,0.5258,0.011479,-0.78726,-0.49915,0.13786
1.4756,0.01745,0.54378,0.10027,0.1935,-0.31211,-0.97324,0.35863,0.47505,-0.43677,-0.33663,0.13786
-0.77594,0.4143,-1.4394,0.11999,-0.035351,-0.31211,-0.055547,0.29176,-0.054746,-0.1739,-0.74293,0.13786
0.17208,-0.081762,0.21326,2.8211,-0.035351,0.56987,0.74449,2.3313,-1.2468,-0.34915,-1.393,0.13786
-0.65743,0.21587,0.047996,-0.94467,0.14773,-1.2529,-0.14967,-0.0091532,0.73995,0.0013417,-0.82419,0.13786
1.4756,-0.57782,0.79168,-0.96438,-0.081122,-0.42971,-0.22026,-0.076023,0.21015,-0.34915,0.39471,0.13786
1.4756,-0.081762,0.62641,-0.97424,-0.5846,-1.4293,-1.7733,-1.0791,-1.313,0.6147,1.2073,-0.99127
2.0681,-0.47861,0.54378,-0.43206,-0.49306,-1.0765,-0.69087,0.22489,-0.31965,0.35183,-0.66167,-0.99127
1.2386,-0.97467,0.29589,-1.0235,-0.26421,-1.1353,-1.4909,-0.67785,-0.054746,1.2281,0.23219,-0.99127
-0.30193,-1.1731,0.54378,-0.96438,-0.081122,0.74627,0.10917,-0.94532,2.3294,0.26421,1.5323,1.267
1.7126,1.4064,2.3617,2.5352,-0.26421,0.33468,0.79155,2.0638,-1.3792,1.5785,-0.66167,-0.99127
-0.30193,-1.0739,0.37852,-0.96438,-0.63037,-0.42971,-0.62028,-0.87845,0.40883,0.52708,0.71974,1.267
-0.65743,2.0017,-2.4309,-1.0432,0.010419,-0.31211,-0.92618,-0.41037,0.3426,-1.1378,-0.74293,0.13786
-0.77594,3.7875,1.2048,-1.0235,-0.76768,-0.37091,-1.4909,-1.614,0.93863,-0.87488,1.8574,2.3961
0.64609,0.61272,0.70905,-1.0432,-0.5846,-1.0765,0.76802,-0.77815,-0.4521,0.35183,0.63849,0.13786
-0.42043,0.31509,-1.6046,0.21857,-0.081122,-0.076914,-0.12614,0.49237,0.21015,0.088964,-0.82419,-0.99127
-0.77594,3.7875,1.2048,-1.0235,-0.76768,-0.37091,-1.4909,-1.614,0.93863,-0.87488,1.8574,2.3961
-0.53893,0.31509,0.37852,-0.68836,-0.35575,-0.9589,-0.85558,-0.94532,-0.12097,-1.2254,0.39471,1.267
-0.064924,-0.18097,0.70905,-0.92495,0.14773,0.33468,-0.38497,-0.3435,1.8658,-0.086281,-0.011593,2.3961
0.88309,3.8867,-1.6046,-0.96438,1.292,-0.6061,0.69743,-0.10946,-0.91567,0.17659,-0.98671,-0.99127
-0.30193,-0.081762,0.62641,-1.0038,0.28504,-1.1353,0.085635,0.35863,1.5347,-0.1739,-0.41789,0.13786
0.17208,-0.28018,-0.11727,0.51431,0.010419,1.2167,2.5093,0.49237,0.40883,0.088964,-0.092853,0.13786
0.053577,-0.3794,0.13063,-1.063,0.28504,-0.018115,0.17976,-0.3435,1.7333,-0.43677,-0.41789,0.13786
0.17208,0.01745,0.46115,0.45516,0.23927,-0.19451,0.062105,0.69297,1.2698,0.35183,-0.011593,0.13786
0.64609,-0.081762,1.2048,-1.0432,0.05619,-1.0765,-0.14967,-0.87845,0.011479,0.0013417,0.88226,0.13786
