-0.52819,0.96158,-1.391,-0.45308,-0.24363,-0.46605,-0.37901,0.5581,1.2882,-0.57903,-0.95995,-0.78758
-0.29845,1.9668,-1.391,0.043403,0.22381,0.87237,0.62417,0.028252,-0.71971,0.12891,-0.58459,-0.78758
-0.29845,1.2967,-1.1857,-0.16937,0.096323,-0.083643,0.22898,0.13422,-0.33107,-0.048074,-0.58459,-0.78758
1.6543,-1.384,1.4837,-0.45308,-0.26488,0.10756,0.41137,0.66407,-0.9788,-0.46104,-0.58459,0.45071
-0.52819,0.96158,-1.391,-0.45308,-0.24363,-0.46605,-0.37901,0.5581,1.2882,-0.57903,-0.95995,-0.78758
-0.52819,0.73819,-1.391,-0.524,-0.26488,-0.27484,-0.19662,0.5581,1.2882,-0.57903,-0.95995,-0.78758
-0.24102,0.4031,-1.083,-0.66585,-0.39236,-0.083643,0.38097,-0.18369,-0.071983,-1.169,-0.95995,-0.78758
-0.58563,0.68234,-1.391,-0.94956,-0.47735,-0.083643,-0.77421,-1.1374,0.51097,-1.11,-0.39692,1.689
-0.29845,0.29141,-1.2884,-0.38215,-0.30737,-0.65725,-0.86541,0.028252,0.31665,-0.52003,-0.86611,1.689
-0.47076,-0.15537,0.457,2.5258,-0.34987,0.10756,1.6881,0.5581,0.25188,0.83685,0.072271,-0.78758
-0.93024,0.29141,-0.98036,-0.524,0.20256,-0.083643,0.56337,-0.44861,-0.20153,-0.69701,-1.1476,-0.78758
-0.47076,-0.15537,0.457,2.5258,-0.34987,0.10756,1.6881,0.5581,0.25188,0.83685,0.072271,-0.78758
-1.562,0.48687,-1.391,-0.66585,0.032582,0.011958,0.38097,-1.2964,1.7416,-0.815,-0.49076,-0.78758
-0.29845,0.45895,0.097661,-0.66585,0.56376,-0.65725,-0.53101,0.34616,-0.33107,5.3204,-1.2415,-0.78758
0.33333,0.5148,-0.46702,0.89451,1.8811,3.4536,2.9953,0.98198,-0.9788,1.3088,-1.1476,-0.78758
0.33333,0.5148,-0.41568,0.96544,1.7536,3.358,3.0865,0.98198,-0.91403,1.6038,-1.1476,-0.78758
0.10359,-1.384,1.4837,-0.524,0.096323,1.8284,1.7185,0.081237,-0.071983,0.54187,0.072271,1.689
-0.12615,0.17971,0.046326,-0.59493,5.9605,0.011958,0.28977,0.028252,-1.3027,3.6686,-1.0538,-0.78758
-0.52819,0.34726,-0.98036,1.3201,-0.03116,-0.94405,-0.53101,0.34616,0.4462,-0.93299,-1.3353,-2.0259
-0.24102,-1.1606,1.227,-0.524,5.3868,0.10756,0.28977,0.081237,-1.7561,2.4887,-1.1476,0.45071
0.33333,-1.7191,1.073,-0.524,-0.22238,1.2548,0.41137,0.028252,0.51097,-0.75601,-0.95995,0.45071
-0.41332,-0.76969,0.20033,-0.16937,-0.11615,0.68116,0.74577,0.77004,1.353,-0.048074,-0.67843,-0.78758
-0.24102,-0.5463,-0.31301,-0.66585,0.39378,-0.56165,-0.28782,-0.077718,-0.91403,1.4858,-0.86611,-0.78758
0.10359,-0.21122,-0.82636,-0.16937,-0.073654,-0.65725,0.62417,0.028252,-0.91403,-0.75601,-0.95995,-0.78758
-0.81537,-0.71384,-0.67236,-0.098449,-0.052407,0.48996,-0.19662,0.028252,0.77006,-0.16606,-0.67843,0.45071
-1.16,-0.76969,-0.56969,-0.8077,-0.15864,-0.46605,-0.71341,-0.66055,0.18711,-0.57903,-1.0538,-0.78758
-0.41332,-0.658,-0.15901,-0.524,-0.15864,-1.1353,-1.0782,-0.28966,-0.20153,-0.40204,-0.86611,-0.78758
-0.24102,-0.5463,-0.31301,-0.66585,0.39378,-0.56165,-0.28782,-0.077718,-0.91403,1.4858,-0.86611,-0.78758
-0.7005,1.0174,-1.391,-0.45308,-0.15864,-0.17924,-0.34861,0.24019,1.0291,-0.63802,-0.95995,-0.78758
-0.29845,0.65442,-1.391,-0.38215,-0.11615,-0.75285,-0.9262,-0.18369,0.4462,-0.40204,-0.58459,0.45071
